session_id,cinema_name,movie_name,session_date,start_time,tickets_sold,max_capacity,occupancy_rate
64,Village - Karingal,Maze Runner: The Death Cure,2018-02-15,20:00,36,175,0.2057142857142857
65,Village - Karingal,Maze Runner: The Death Cure,2018-02-16,15:30,37,200,0.185
66,Village - Karingal,Maze Runner: The Death Cure,2018-02-16,17:30,41,200,0.205
67,Village - Karingal,Maze Runner: The Death Cure,2018-02-17,18:15,182,325,0.56
68,Village - Karingal,Maze Runner: The Death Cure,2018-02-17,19:45,30,175,0.17142857142857146
69,Village - Karingal,Maze Runner: The Death Cure,2018-02-20,13:45,20,400,0.05
70,Village - Karingal,Maze Runner: The Death Cure,2018-02-20,19:30,37,200,0.185
71,Village - Karingal,Black Panther,2018-01-29,14:30,75,225,0.3333333333333333
72,Village - Karingal,Black Panther,2018-01-29,16:15,50,200,0.25
73,Village - Karingal,Black Panther,2018-01-29,18:30,19,400,0.0475
74,Village - Karingal,Black Panther,2018-01-29,20:00,22,400,0.055
75,Village - Karingal,Black Panther,2018-01-30,11:30,70,225,0.3111111111111111
76,Village - Karingal,Black Panther,2018-01-30,14:45,156,300,0.52
77,Village - Karingal,Black Panther,2018-01-30,16:15,56,200,0.28
78,Village - Karingal,Black Panther,2018-01-30,19:30,25,400,0.0625
79,Village - Karingal,Black Panther,2018-01-31,14:45,15,400,0.0375
80,Village - Karingal,Black Panther,2018-01-31,16:15,46,200,0.23
81,Village - Karingal,Black Panther,2018-01-31,17:30,7,375,0.018666666666666668
82,Village - Karingal,Black Panther,2018-01-31,20:00,51,200,0.255
83,Village - Karingal,Black Panther,2018-02-01,16:15,2,375,0.005333333333333333
84,Village - Karingal,Black Panther,2018-02-01,18:15,3,375,0.008
85,Village - Karingal,Black Panther,2018-02-01,18:30,6,375,0.016
86,Village - Karingal,Black Panther,2018-02-01,20:00,51,200,0.255
87,Village - Karingal,Black Panther,2018-02-02,20:00,23,400,0.0575
88,Village - Karingal,Black Panther,2018-02-02,20:30,10,375,0.02666666666666667
89,Village - Karingal,Black Panther,2018-02-02,21:00,14,375,0.037333333333333336
90,Village - Karingal,Black Panther,2018-02-02,21:30,3,375,0.008
91,Village - Karingal,Black Panther,2018-02-03,11:30,62,225,0.27555555555555555
92,Village - Karingal,Black Panther,2018-02-03,12:30,70,225,0.3111111111111111
93,Village - Karingal,Black Panther,2018-02-03,13:15,213,375,0.568
94,Village - Karingal,Black Panther,2018-02-03,20:30,35,175,0.2
95,Village - Karingal,Black Panther,2018-02-04,11:30,48,200,0.24
96,Village - Karingal,Black Panther,2018-02-04,13:15,193,350,0.5514285714285714
97,Village - Karingal,Black Panther,2018-02-04,13:45,18,400,0.045
98,Village - Karingal,Black Panther,2018-02-04,19:00,61,200,0.305
99,Village - Karingal,Black Panther,2018-02-05,14:30,22,400,0.055
100,Village - Karingal,Black Panther,2018-02-05,14:45,25,400,0.0625
101,Village - Karingal,Black Panther,2018-02-05,19:30,4,375,0.010666666666666666
102,Village - Karingal,Black Panther,2018-02-06,15:30,66,225,0.2933333333333333
103,Village - Karingal,Black Panther,2018-02-06,19:30,40,200,0.2
104,Village - Karingal,Black Panther,2018-02-06,20:30,21,400,0.0525
105,Village - Karingal,Black Panther,2018-02-07,15:30,90,250,0.36
106,Village - Karingal,Black Panther,2018-02-07,16:00,21,400,0.0525
107,Village - Karingal,Black Panther,2018-02-07,18:30,30,175,0.17142857142857146
108,Village - Karingal,Black Panther,2018-02-08,10:30,32,175,0.18285714285714288
109,Village - Karingal,Black Panther,2018-02-08,17:30,316,375,0.8426666666666667
110,Village - Karingal,Black Panther,2018-02-08,21:30,90,250,0.36
111,Village - Karingal,Black Panther,2018-02-09,13:15,124,275,0.4509090909090909
112,Village - Karingal,Black Panther,2018-02-09,16:15,11,375,0.029333333333333333
113,Village - Karingal,Black Panther,2018-02-09,21:30,141,300,0.47
114,Village - Karingal,Black Panther,2018-02-10,13:15,107,250,0.428
115,Village - Karingal,Black Panther,2018-02-10,19:45,11,375,0.029333333333333333
116,Village - Karingal,Black Panther,2018-02-10,21:30,56,200,0.28
117,Village - Karingal,Black Panther,2018-02-11,10:30,27,175,0.15428571428571428
118,Village - Karingal,Black Panther,2018-02-11,13:45,151,300,0.5033333333333333
119,Village - Karingal,Black Panther,2018-02-11,18:30,55,200,0.275
120,Village - Karingal,Black Panther,2018-02-13,14:30,153,300,0.51
121,Village - Karingal,Black Panther,2018-02-13,19:30,86,225,0.38222222222222224
122,Village - Karingal,Black Panther,2018-02-13,19:45,38,200,0.19
123,Village - Karingal,Black Panther,2018-02-14,11:30,19,400,0.0475
124,Village - Karingal,Black Panther,2018-02-14,12:30,205,350,0.5857142857142857
125,Village - Karingal,Black Panther,2018-02-14,19:00,295,375,0.7866666666666666
126,Village - Karingal,Black Panther,2018-02-15,11:30,51,200,0.255
127,Village - Karingal,Black Panther,2018-02-15,14:45,102,250,0.408
128,Village - Karingal,Black Panther,2018-02-15,20:00,20,400,0.05
129,Village - Karingal,Black Panther,2018-02-16,13:15,72,225,0.32
130,Village - Karingal,Black Panther,2018-02-16,18:15,290,375,0.7733333333333333
131,Village - Karingal,Black Panther,2018-02-16,19:30,157,300,0.5233333333333333
132,Village - Karingal,Black Panther,2018-02-18,14:30,32,175,0.18285714285714288
133,Village - Karingal,Black Panther,2018-02-18,18:15,12,375,0.032
134,Village - Karingal,Black Panther,2018-02-18,21:00,122,275,0.4436363636363637
135,Village - Karingal,Black Panther,2018-02-19,11:30,73,225,0.3244444444444444
136,Village - Karingal,Black Panther,2018-02-19,12:30,26,400,0.065
137,Village - Karingal,Black Panther,2018-02-20,12:30,21,400,0.0525
138,Village - Karingal,Black Panther,2018-02-20,18:30,166,325,0.5107692307692308
139,Village - Karingal,Black Panther,2018-02-24,19:45,17,400,0.0425
140,Village - Karingal,Black Panther,2018-02-24,21:00,42,200,0.21
141,Village - Karingal,Peter Rabbit,2018-02-03,12:30,182,325,0.56
142,Village - Karingal,Peter Rabbit,2018-02-03,14:30,36,175,0.2057142857142857
143,Village - Karingal,Peter Rabbit,2018-02-03,14:45,32,175,0.18285714285714288
144,Village - Karingal,Peter Rabbit,2018-02-03,19:30,4,375,0.010666666666666666
145,Village - Karingal,Peter Rabbit,2018-02-04,10:30,55,200,0.275
146,Village - Karingal,Peter Rabbit,2018-02-04,12:30,41,200,0.205
147,Village - Karingal,Peter Rabbit,2018-02-04,15:30,211,350,0.6028571428571429
148,Village - Karingal,Peter Rabbit,2018-02-04,20:30,8,375,0.021333333333333333
149,Village - Karingal,Peter Rabbit,2018-02-05,17:30,91,250,0.364
150,Village - Karingal,Peter Rabbit,2018-02-05,19:00,365,400,0.9125
151,Village - Karingal,Peter Rabbit,2018-02-05,19:45,54,200,0.27
152,Village - Karingal,Peter Rabbit,2018-02-05,21:30,259,375,0.6906666666666667
153,Village - Karingal,Peter Rabbit,2018-02-06,10:30,7,375,0.018666666666666668
154,Village - Karingal,Peter Rabbit,2018-02-06,13:15,9,375,0.024
155,Village - Karingal,Peter Rabbit,2018-02-06,14:30,2,375,0.005333333333333333
156,Village - Karingal,Peter Rabbit,2018-02-06,18:15,40,200,0.2
157,Village - Karingal,Peter Rabbit,2018-02-07,12:30,76,225,0.3377777777777778
158,Village - Karingal,Peter Rabbit,2018-02-07,16:00,112,275,0.4072727272727273
159,Village - Karingal,Peter Rabbit,2018-02-07,18:30,34,175,0.19428571428571428
160,Village - Karingal,Peter Rabbit,2018-02-07,19:00,54,200,0.27
161,Village - Karingal,Peter Rabbit,2018-02-08,10:30,7,375,0.018666666666666668
162,Village - Karingal,Peter Rabbit,2018-02-08,13:15,84,225,0.37333333333333335
163,Village - Karingal,Peter Rabbit,2018-02-08,19:45,94,250,0.376
164,Village - Karingal,Peter Rabbit,2018-02-08,21:00,60,200,0.3
165,Village - Karingal,Peter Rabbit,2018-02-09,13:15,106,250,0.424
166,Village - Karingal,Peter Rabbit,2018-02-09,13:45,25,400,0.0625
167,Village - Karingal,Peter Rabbit,2018-02-09,19:45,13,375,0.034666666666666665
168,Village - Karingal,Peter Rabbit,2018-02-09,20:00,7,375,0.018666666666666668
169,Village - Karingal,Peter Rabbit,2018-02-10,10:30,26,400,0.065
170,Village - Karingal,Peter Rabbit,2018-02-10,19:00,15,400,0.0375
171,Village - Karingal,Peter Rabbit,2018-02-10,19:30,2,375,0.005333333333333333
172,Village - Karingal,Peter Rabbit,2018-02-11,14:45,5,375,0.013333333333333334
173,Village - Karingal,Peter Rabbit,2018-02-11,16:00,43,200,0.215
174,Village - Karingal,Peter Rabbit,2018-02-11,19:45,4,375,0.010666666666666666
175,Village - Karingal,Peter Rabbit,2018-02-12,12:30,3,375,0.008
176,Village - Karingal,Peter Rabbit,2018-02-12,14:30,233,375,0.6213333333333333
177,Village - Karingal,Peter Rabbit,2018-02-12,16:15,38,200,0.19
178,Village - Karingal,Peter Rabbit,2018-02-13,18:30,7,375,0.018666666666666668
179,Village - Karingal,Peter Rabbit,2018-02-13,20:30,315,375,0.84
180,Village - Karingal,Peter Rabbit,2018-02-13,21:00,113,275,0.4109090909090909
181,Village - Karingal,Peter Rabbit,2018-02-14,12:30,34,175,0.19428571428571428
182,Village - Karingal,Peter Rabbit,2018-02-14,13:45,90,250,0.36
183,Village - Karingal,Peter Rabbit,2018-02-14,14:45,50,200,0.25
184,Village - Karingal,Peter Rabbit,2018-02-15,10:30,20,400,0.05
185,Village - Karingal,Peter Rabbit,2018-02-15,18:15,48,200,0.24
186,Village - Karingal,Peter Rabbit,2018-02-15,19:00,16,400,0.04
187,Village - Karingal,Peter Rabbit,2018-02-16,18:30,158,300,0.5266666666666666
188,Village - Karingal,Peter Rabbit,2018-02-16,19:00,20,400,0.05
189,Village - Karingal,Peter Rabbit,2018-02-16,20:30,87,250,0.348
190,Village - Karingal,Peter Rabbit,2018-02-18,13:45,45,200,0.225
191,Village - Karingal,Peter Rabbit,2018-02-18,16:00,195,350,0.5571428571428572
192,Village - Karingal,Peter Rabbit,2018-02-18,19:45,46,200,0.23
193,Village - Karingal,Peter Rabbit,2018-02-20,14:30,5,375,0.013333333333333334
194,Village - Karingal,Peter Rabbit,2018-02-20,18:30,69,225,0.30666666666666664
195,Village - Karingal,Peter Rabbit,2018-02-20,20:00,1,375,0.0026666666666666666
196,Village - Karingal,Peter Rabbit,2018-02-21,11:30,79,225,0.3511111111111111
197,Village - Karingal,Peter Rabbit,2018-02-21,13:15,329,375,0.8773333333333333
198,Village - Karingal,Peter Rabbit,2018-02-21,17:30,275,400,0.6875
199,Village - Karingal,Peter Rabbit,2018-02-22,16:00,6,375,0.016
200,Village - Karingal,Peter Rabbit,2018-02-22,16:15,208,350,0.5942857142857143
201,Village - Karingal,Peter Rabbit,2018-02-22,17:30,8,375,0.021333333333333333
202,Village - Karingal,Peter Rabbit,2018-02-23,10:30,71,225,0.31555555555555553
203,Village - Karingal,Peter Rabbit,2018-02-23,19:45,20,400,0.05
204,Village - Karingal,Peter Rabbit,2018-02-23,21:00,114,275,0.41454545454545455
205,Village - Karingal,Peter Rabbit,2018-02-24,13:45,10,375,0.02666666666666667
206,Village - Karingal,Peter Rabbit,2018-02-24,14:30,278,400,0.695
207,Village - Karingal,Peter Rabbit,2018-02-26,17:30,74,225,0.3288888888888889
208,Village - Karingal,Peter Rabbit,2018-02-26,20:00,113,275,0.4109090909090909
209,Village - Karingal,Peter Rabbit,2018-02-27,14:30,23,400,0.0575
210,Village - Karingal,Peter Rabbit,2018-02-27,16:15,130,275,0.4727272727272727
211,Village - Karingal,A Quiet Place,2018-03-09,12:30,138,300,0.46
212,Village - Karingal,A Quiet Place,2018-03-09,16:15,119,275,0.4327272727272728
213,Village - Karingal,A Quiet Place,2018-03-09,19:30,26,400,0.065
214,Village - Karingal,A Quiet Place,2018-03-09,20:00,233,375,0.6213333333333333
215,Village - Karingal,A Quiet Place,2018-03-10,10:30,13,375,0.034666666666666665
216,Village - Karingal,A Quiet Place,2018-03-10,12:30,13,375,0.034666666666666665
217,Village - Karingal,A Quiet Place,2018-03-10,15:30,22,400,0.055
218,Village - Karingal,A Quiet Place,2018-03-10,17:30,34,175,0.19428571428571428
219,Village - Karingal,A Quiet Place,2018-03-11,12:30,23,400,0.0575
220,Village - Karingal,A Quiet Place,2018-03-11,18:15,33,175,0.18857142857142856
221,Village - Karingal,A Quiet Place,2018-03-11,19:45,18,400,0.045
222,Village - Karingal,A Quiet Place,2018-03-11,20:30,128,275,0.4654545454545455
223,Village - Karingal,A Quiet Place,2018-03-12,13:15,98,250,0.392
224,Village - Karingal,A Quiet Place,2018-03-12,18:15,17,400,0.0425
225,Village - Karingal,A Quiet Place,2018-03-12,19:45,60,200,0.3
226,Village - Karingal,A Quiet Place,2018-03-12,21:30,23,400,0.0575
227,Village - Karingal,A Quiet Place,2018-03-13,11:30,141,300,0.47
228,Village - Karingal,A Quiet Place,2018-03-13,14:45,35,175,0.2
229,Village - Karingal,A Quiet Place,2018-03-13,16:00,32,175,0.18285714285714288
230,Village - Karingal,A Quiet Place,2018-03-13,18:30,20,400,0.05
231,Village - Karingal,A Quiet Place,2018-03-14,10:30,21,400,0.0525
232,Village - Karingal,A Quiet Place,2018-03-14,18:15,109,250,0.436
233,Village - Karingal,A Quiet Place,2018-03-14,19:45,163,325,0.5015384615384615
234,Village - Karingal,A Quiet Place,2018-03-14,20:30,36,175,0.2057142857142857
235,Village - Karingal,A Quiet Place,2018-03-15,11:30,16,400,0.04
236,Village - Karingal,A Quiet Place,2018-03-15,19:30,67,225,0.2977777777777777
237,Village - Karingal,A Quiet Place,2018-03-15,19:45,338,400,0.845
238,Village - Karingal,A Quiet Place,2018-03-15,20:00,100,250,0.4
239,Village - Karingal,A Quiet Place,2018-03-16,11:30,53,200,0.265
240,Village - Karingal,A Quiet Place,2018-03-16,12:30,66,225,0.2933333333333333
241,Village - Karingal,A Quiet Place,2018-03-16,16:15,181,325,0.5569230769230771
242,Village - Karingal,A Quiet Place,2018-03-17,11:30,102,250,0.408
243,Village - Karingal,A Quiet Place,2018-03-17,13:15,204,350,0.5828571428571429
244,Village - Karingal,A Quiet Place,2018-03-17,15:30,203,350,0.58
245,Village - Karingal,A Quiet Place,2018-03-18,11:30,19,400,0.0475
246,Village - Karingal,A Quiet Place,2018-03-18,14:45,124,275,0.4509090909090909
247,Village - Karingal,A Quiet Place,2018-03-18,21:00,21,400,0.0525
248,Village - Karingal,A Quiet Place,2018-03-19,13:45,105,250,0.42
249,Village - Karingal,A Quiet Place,2018-03-19,21:00,236,375,0.6293333333333333
250,Village - Karingal,A Quiet Place,2018-03-19,21:30,9,375,0.024
251,Village - Karingal,A Quiet Place,2018-03-20,12:30,59,200,0.295
252,Village - Karingal,A Quiet Place,2018-03-20,19:00,33,175,0.18857142857142856
253,Village - Karingal,A Quiet Place,2018-03-20,21:30,189,350,0.54
254,Village - Karingal,A Quiet Place,2018-03-21,12:30,13,375,0.034666666666666665
255,Village - Karingal,A Quiet Place,2018-03-21,14:45,260,375,0.6933333333333334
256,Village - Karingal,A Quiet Place,2018-03-21,15:30,73,225,0.3244444444444444
257,Village - Karingal,A Quiet Place,2018-03-22,13:45,177,325,0.5446153846153846
258,Village - Karingal,A Quiet Place,2018-03-22,18:30,44,200,0.22
259,Village - Karingal,A Quiet Place,2018-03-22,19:00,304,375,0.8106666666666666
260,Village - Karingal,A Quiet Place,2018-03-23,11:30,18,400,0.045
261,Village - Karingal,A Quiet Place,2018-03-23,17:30,16,400,0.04
262,Village - Karingal,A Quiet Place,2018-03-23,20:30,40,200,0.2
263,Village - Karingal,A Quiet Place,2018-03-24,13:15,87,250,0.348
264,Village - Karingal,A Quiet Place,2018-03-24,14:45,62,225,0.27555555555555555
265,Village - Karingal,A Quiet Place,2018-03-24,21:30,42,200,0.21
266,Village - Karingal,A Quiet Place,2018-03-25,11:30,58,200,0.29
267,Village - Karingal,A Quiet Place,2018-03-25,13:15,370,400,0.925
268,Village - Karingal,A Quiet Place,2018-03-25,14:30,32,175,0.18285714285714288
269,Village - Karingal,A Quiet Place,2018-03-27,11:30,87,250,0.348
270,Village - Karingal,A Quiet Place,2018-03-27,13:15,28,175,0.16
271,Village - Karingal,A Quiet Place,2018-03-27,18:30,11,375,0.029333333333333333
272,Village - Karingal,A Quiet Place,2018-03-28,14:45,178,325,0.5476923076923077
273,Village - Karingal,A Quiet Place,2018-03-28,18:15,176,325,0.5415384615384615
274,Village - Karingal,A Quiet Place,2018-03-28,21:30,8,375,0.021333333333333333
275,Village - Karingal,A Quiet Place,2018-03-31,11:30,60,200,0.3
276,Village - Karingal,A Quiet Place,2018-03-31,19:45,254,375,0.6773333333333333
277,Village - Karingal,A Quiet Place,2018-04-02,14:30,172,325,0.5292307692307693
278,Village - Karingal,A Quiet Place,2018-04-02,19:30,82,225,0.3644444444444445
279,Village - Karingal,A Quiet Place,2018-04-03,14:30,7,375,0.018666666666666668
280,Village - Karingal,A Quiet Place,2018-04-03,21:00,20,400,0.05
281,Village - Karingal,Rampage,2018-04-11,12:30,24,400,0.06
282,Village - Karingal,Rampage,2018-04-11,20:00,32,175,0.18285714285714288
283,Village - Karingal,Rampage,2018-04-11,20:30,25,400,0.0625
284,Village - Karingal,Rampage,2018-04-11,21:00,25,400,0.0625
285,Village - Karingal,Rampage,2018-04-12,13:45,4,375,0.010666666666666666
286,Village - Karingal,Rampage,2018-04-12,14:30,288,375,0.768
287,Village - Karingal,Rampage,2018-04-12,21:00,33,175,0.18857142857142856
288,Village - Karingal,Rampage,2018-04-12,21:30,143,300,0.4766666666666667
289,Village - Karingal,Rampage,2018-04-13,14:30,50,200,0.25
290,Village - Karingal,Rampage,2018-04-13,14:45,7,375,0.018666666666666668
291,Village - Karingal,Rampage,2018-04-13,19:30,10,375,0.02666666666666667
292,Village - Karingal,Rampage,2018-04-13,20:30,114,275,0.41454545454545455
293,Village - Karingal,Rampage,2018-04-14,11:30,114,275,0.41454545454545455
294,Village - Karingal,Rampage,2018-04-14,14:45,122,275,0.4436363636363637
295,Village - Karingal,Rampage,2018-04-14,19:45,2,375,0.005333333333333333
296,Village - Karingal,Rampage,2018-04-14,20:30,281,400,0.7025
297,Village - Karingal,Rampage,2018-04-15,10:30,37,200,0.185
298,Village - Karingal,Rampage,2018-04-15,13:15,20,400,0.05
299,Village - Karingal,Rampage,2018-04-15,15:30,44,200,0.22
300,Village - Karingal,Rampage,2018-04-15,21:00,67,225,0.2977777777777777
301,Village - Karingal,Rampage,2018-04-16,10:30,79,225,0.3511111111111111
302,Village - Karingal,Rampage,2018-04-16,11:30,1,375,0.0026666666666666666
303,Village - Karingal,Rampage,2018-04-16,14:45,128,275,0.4654545454545455
304,Village - Karingal,Rampage,2018-04-16,16:15,117,275,0.4254545454545455
305,Village - Karingal,Rampage,2018-04-17,11:30,125,275,0.4545454545454545
306,Village - Karingal,Rampage,2018-04-17,16:15,44,200,0.22
307,Village - Karingal,Rampage,2018-04-17,18:15,238,400,0.595
308,Village - Karingal,Rampage,2018-04-17,20:00,3,375,0.008
309,Village - Karingal,Rampage,2018-04-18,10:30,5,375,0.013333333333333334
310,Village - Karingal,Rampage,2018-04-18,20:30,76,225,0.3377777777777778
311,Village - Karingal,Rampage,2018-04-18,21:30,122,275,0.4436363636363637
312,Village - Karingal,Rampage,2018-04-19,12:30,6,375,0.016
313,Village - Karingal,Rampage,2018-04-19,18:30,24,400,0.06
314,Village - Karingal,Rampage,2018-04-19,21:00,35,175,0.2
315,Village - Karingal,Rampage,2018-04-20,11:30,73,225,0.3244444444444444
316,Village - Karingal,Rampage,2018-04-20,13:15,1,375,0.0026666666666666666
317,Village - Karingal,Rampage,2018-04-20,18:30,28,175,0.16
318,Village - Karingal,Rampage,2018-04-21,16:15,139,300,0.4633333333333333
319,Village - Karingal,Rampage,2018-04-21,19:45,44,200,0.22
320,Village - Karingal,Rampage,2018-04-21,20:30,23,400,0.0575
321,Village - Karingal,Rampage,2018-04-22,11:30,136,275,0.4945454545454546
322,Village - Karingal,Rampage,2018-04-22,12:30,19,400,0.0475
323,Village - Karingal,Rampage,2018-04-22,14:45,213,375,0.568
324,Village - Karingal,Rampage,2018-04-23,18:30,229,375,0.6106666666666667
325,Village - Karingal,Rampage,2018-04-23,19:00,258,375,0.688
326,Village - Karingal,Rampage,2018-04-23,20:00,4,375,0.010666666666666666
327,Village - Karingal,Rampage,2018-04-24,11:30,12,375,0.032
328,Village - Karingal,Rampage,2018-04-24,14:45,13,375,0.034666666666666665
329,Village - Karingal,Rampage,2018-04-24,15:30,51,200,0.255
330,Village - Karingal,Rampage,2018-04-26,14:30,17,400,0.0425
331,Village - Karingal,Rampage,2018-04-26,15:30,178,325,0.5476923076923077
332,Village - Karingal,Rampage,2018-04-26,20:00,185,325,0.5692307692307692
333,Village - Karingal,Rampage,2018-04-27,11:30,45,200,0.225
334,Village - Karingal,Rampage,2018-04-27,14:45,17,400,0.0425
335,Village - Karingal,Rampage,2018-04-27,17:30,54,200,0.27
336,Village - Karingal,Rampage,2018-04-29,10:30,10,375,0.02666666666666667
337,Village - Karingal,Rampage,2018-04-29,17:30,60,200,0.3
338,Village - Karingal,Rampage,2018-04-29,18:30,6,375,0.016
339,Village - Karingal,Rampage,2018-04-30,10:30,6,375,0.016
340,Village - Karingal,Rampage,2018-04-30,18:15,18,400,0.045
341,Village - Karingal,Rampage,2018-04-30,20:00,80,225,0.3555555555555556
342,Village - Karingal,Rampage,2018-05-01,12:30,45,200,0.225
343,Village - Karingal,Rampage,2018-05-01,13:15,40,200,0.2
344,Village - Karingal,Rampage,2018-05-01,21:30,72,225,0.32
345,Village - Karingal,Rampage,2018-05-02,10:30,9,375,0.024
346,Village - Karingal,Rampage,2018-05-02,15:30,1,375,0.0026666666666666666
347,Village - Karingal,Rampage,2018-05-03,11:30,35,175,0.2
348,Village - Karingal,Rampage,2018-05-03,14:45,36,175,0.2057142857142857
349,Village - Karingal,Rampage,2018-05-05,16:00,19,400,0.0475
